Staten Island Rolling Sales File.  All Sales From May 2015 - April 2016.,,,,,,,,,,,,,,,,,,,,
Sales File as of 4/30/2016  Co-op Sales Files as of 4/30/2016,,,,,,,,,,,,,,,,,,,,
"Neighborhood Name 5/1/2016, Descriptive Data is as of 5/1/2016",,,,,,,,,,,,,,,,,,,,
Building Class Category is based on Building Class at Time of Sale.,,,,,,,,,,,,,,,,,,,,
BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE, SALE PRICE ,SALE DATE
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5593,155, ,A5,1181 ARDEN AVENUE                        ,            ,10312,1,0,1,2250,1200,1999,1,A5," $61,500 ",5/22/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5594,50, ,A2,89 SYLVIA STREET                         ,            ,10312,1,0,1,3700,940,1955,1,A2," $365,000 ",8/18/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5595,34, ,A1,453 WILSON AVENUE                        ,            ,10312,1,0,1,3036,1104,1940,1,A1, $-   ,7/16/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5596,9, ,A1,18 BAYARD STREET                         ,            ,10312,1,0,1,3300,1242,1940,1,A1, $-   ,5/19/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5596,14, ,A1,28 BAYARD STREET                         ,            ,10312,1,0,1,3600,1836,1955,1,A1," $416,000 ",9/1/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5596,14, ,A1,28 BAYARD STREET                         ,            ,10312,1,0,1,3600,1836,1955,1,A1, $-   ,6/5/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5597,8, ,A5,14 CHESEBROUGH STREET                    ,            ,10312,1,0,1,1400,2176,1992,1,A5," $350,000 ",6/15/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5599,119, ,A1,560 LAMOKA AVENUE                        ,            ,10312,1,0,1,4800,2352,1977,1,A1," $34,200 ",7/24/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5600,9, ,A2,3658 RICHMOND AVENUE                     ,            ,10312,1,0,1,4000,1596,1965,1,A2, $-   ,11/17/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5600,13, ,A2,495 LAMOKA AVENUE                        ,            ,10312,1,0,1,4400,1144,1965,1,A2," $494,000 ",8/24/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5602,48, ,A9,638 KATAN AVENUE                         ,            ,10312,1,0,1,2496,1368,1975,1,A9, $-   ,8/26/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5603,12, ,A9,633 KATAN AVENUE                         ,            ,10312,1,0,1,2400,1536,1975,1,A9," $410,000 ",5/21/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5603,42, ,A2,32 FIGUREA AVENUE                        ,            ,10312,1,0,1,4000,1512,1977,1,A2," $510,000 ",11/25/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5603,55, ,A2,404 WAINWRIGHT AVENUE                    ,            ,10312,1,0,1,4000,1848,1978,1,A2," $570,000 ",11/4/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5604,41, ,A2,32 AUGUSTA AVENUE                        ,            ,10312,1,0,1,4000,1430,1977,1,A2," $498,000 ",7/9/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5604,119, ,A2,100 AUGUSTA AVENUE                       ,            ,10312,1,0,1,4100,1540,1977,1,A2," $535,000 ",9/3/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5605,63, ,A9,71 AUGUSTA AVENUE                        ,            ,10312,1,0,1,3000,1144,1975,1,A9," $422,300 ",10/8/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5606,19, ,A1,365 GENESEE AVENUE                       ,            ,10312,1,0,1,4000,1812,1965,1,A1," $590,000 ",12/8/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5606,40, ,A1,32 SCRANTON AVENUE                       ,            ,10312,1,0,1,4000,1648,1965,1,A1, $-   ,8/5/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5606,55, ,A1,324 WAINWRIGHT AVENUE                    ,            ,10312,1,0,1,4000,2058,1965,1,A1, $-   ,7/12/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5608,9, ,A1,3452 RICHMOND AVENUE                     ,            ,10312,1,0,1,4000,2048,1965,1,A1," $335,000 ",6/29/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5608,55, ,A2,274 WAINWRIGHT AVENUE                    ,            ,10312,1,0,1,4000,2088,1965,1,A2, $-   ,3/3/2016
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5609,32, ,A1,247 WAINWRIGHT AVENUE                    ,            ,10312,1,0,1,4000,1920,1970,1,A1, $-   ,12/8/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5610,34, ,A2,46 PERKIOMEN AVENUE                      ,            ,10312,1,0,1,4000,1560,1965,1,A2," $587,000 ",9/18/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5612,33, ,A1,44 MACON AVENUE                          ,            ,10312,1,0,1,4000,1400,1965,1,A1, $-   ,9/17/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5612,91, ,A2,36 BRANDIS AVENUE                        ,            ,10312,1,0,1,4300,1440,1970,1,A2, $-   ,11/2/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5612,184, ,A5,148 WAINWRIGHT AVENUE                    ,            ,10312,1,0,1,810,1080,1993,1,A5," $200,000 ",5/19/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5612,187, ,A5,63 MACON AVENUE                          ,            ,10312,1,0,1,840,1380,1993,1,A5," $294,000 ",12/3/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5612,206, ,A2,115 MACON AVENUE                         ,            ,10312,1,0,1,10230,2821,1985,1,A2," $820,000 ",8/6/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5612,259, ,A5,62 BRANDIS AVENUE                        ,            ,10312,1,0,1,840,1380,1993,1,A5," $320,000 ",10/30/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5612,268, ,A5,20 BRANDIS LANE                          ,            ,10312,1,0,1,540,1080,1993,1,A5," $325,000 ",10/23/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5613,40, ,A2,40 DRUMGOOLE ROAD EAST                   ,            ,10312,1,0,1,4200,1680,1970,1,A2, $-   ,12/22/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5613,46, ,A1,28 DRUMGOOLE ROAD EAST                   ,            ,10312,1,0,1,4000,1680,1970,1,A1," $552,500 ",11/20/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5613,80, ,A5,15 DRUMGOOLE ROAD EAST                   ,            ,10312,1,0,1,1275,1240,1987,1,A5," $205,000 ",12/29/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5613,108, ,A5,12 KATHY COURT                           ,            ,10312,1,0,1,806,736,1988,1,A5," $315,000 ",9/18/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5613,163, ,A5,63 BRANDIS AVENUE                        ,            ,10312,1,0,1,2260,1760,1996,1,A5," $485,000 ",7/20/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5614,100, ,A5,166 WAINWRIGHT AVENUE                    ,            ,10312,1,0,1,837,1008,1988,1,A5," $260,000 ",6/30/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5614,170, ,A5,90 MACON AVENUE                          ,            ,10312,1,0,1,2493,1692,2008,1,A5," $525,000 ",10/13/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5614,231, ,A5,723 BARLOW AVENUE                        ,            ,10312,1,0,1,2050,1968,1992,1,A5, $-   ,10/1/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5614,240, ,A5,741 BARLOW AVENUE                        ,            ,10312,1,0,1,1550,1116,1992,1,A5," $315,000 ",9/14/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5616,22, ,A9,1099 ARDEN AVENUE                        ,            ,10312,1,0,1,2750,1280,1960,1,A9," $415,000 ",9/23/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5616,44, ,A9,491 POMPEY AVENUE                        ,            ,10312,1,0,1,3465,1280,1960,1,A9," $427,000 ",6/30/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5616,56, ,A9,30 RAY STREET                            ,            ,10312,1,0,1,3040,1280,1960,1,A9," $464,000 ",5/11/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5616,180, ,A9,443 POMPEY AVENUE                        ,            ,10312,1,0,1,2300,1328,1978,1,A9, $-   ,1/25/2016
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5616,194, ,A9,630 WILSON AVENUE                        ,            ,10312,1,0,1,2500,1280,1965,1,A9, $10 ,9/29/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5619,18, ,A5,15 JESSICA COURT                         ,            ,10312,1,0,1,4615,1550,1953,1,A5," $390,000 ",8/19/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5619,24, ,A5,27 JESSICA COURT                         ,            ,10312,1,0,1,2280,1550,1992,1,A5," $320,000 ",5/29/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5619,38, ,A9,108 MOFFETT STREET                       ,            ,10312,1,0,1,3400,1500,1970,1,A9," $425,000 ",5/29/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5619,52, ,A9,86 MOFFETT STREET                        ,            ,10312,1,0,1,3065,1440,1970,1,A9," $420,000 ",5/11/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5619,104, ,A9,422 POMPEY AVENUE                        ,            ,10312,1,0,1,2548,1360,1970,1,A9," $407,000 ",7/21/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5619,210, ,A9,14 ADLAI CIRCLE                          ,            ,10312,1,0,1,2542,1360,1973,1,A9," $440,000 ",9/29/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5621,42, ,A9,649 ANNADALE ROAD                        ,            ,10312,1,0,1,1825,1152,1974,1,A9," $400,000 ",2/2/2016
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5624,41, ,A9,637 WILSON AVENUE                        ,            ,10312,1,0,1,2800,1560,1965,1,A9," $375,000 ",8/27/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5627,15, ,A2,18 ROCHELLE PLACE                        ,            ,10312,1,0,1,4000,960,1960,1,A2," $350,000 ",8/25/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5628,46, ,A1,551 WILSON AVENUE                        ,            ,10312,1,0,1,6100,1700,1970,1,A1," $275,000 ",2/9/2016
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5628,48, ,A1,547 WILSON AVENUE                        ,            ,10312,1,0,1,9558,1944,1955,1,A1," $959,000 ",7/29/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5636,4, ,A5,517 ANNADALE ROAD                        ,            ,10312,1,0,1,1944,1585,1987,1,A5," $335,000 ",12/29/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5636,65, ,A5,184 FIGUREA AVENUE                       ,            ,10312,1,0,1,1768,1585,1988,1,A5," $370,000 ",9/29/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5636,110, ,A2,769 KATAN AVENUE                         ,            ,10312,1,0,1,4100,1496,1977,1,A2," $529,900 ",11/25/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5636,177, ,A2,781 KATAN AVENUE                         ,            ,10312,1,0,1,4100,960,1965,1,A2," $525,000 ",10/19/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5639,8, ,A5,413 ANNADALE ROAD                        ,            ,10312,1,0,1,2520,1300,1993,1,A5," $478,500 ",8/14/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5641,8, ,A9,145 STROUD AVENUE                        ,            ,10312,1,0,1,3000,1080,1965,1,A9," $355,000 ",7/28/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5642,67, ,A5,55 MARNE AVENUE                          ,            ,10312,1,0,1,5000,1912,1989,1,A5, $-   ,8/11/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5642,83, ,A5,38 MONTEREY AVENUE                       ,            ,10312,1,0,1,2500,1912,1991,1,A5," $565,500 ",12/16/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5642,90, ,A5,24 MONTEREY AVENUE                       ,            ,10312,1,0,1,2500,1912,1991,1,A5," $535,000 ",10/19/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5643,141, ,A5,68 READING AVENUE                        ,            ,10312,1,0,1,2000,1188,1992,1,A5," $410,000 ",8/7/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5645,42, ,A9,153 CROSSFIELD AVENUE                    ,            ,10312,1,0,1,1135,1396,1991,1,A9," $355,000 ",10/28/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5645,79, ,A5,544 DRUMGOOLE ROAD WEST                  ,            ,10312,1,0,1,926,1513,1991,1,A5, $-   ,2/5/2016
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5645,85, ,A5,552 DRUMGOOLE ROAD WEST                  ,            ,10312,1,0,1,1131,840,1991,1,A5," $240,000 ",8/28/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5645,86, ,A5,554 DRUMGOOLE ROAD WEST                  ,            ,10312,1,0,1,472,1239,1991,1,A5," $230,000 ",11/13/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5645,87, ,A5,556 DRUMGOOLE ROAD WEST                  ,            ,10312,1,0,1,753,1278,1991,1,A5," $230,000 ",11/18/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5648,16, ,A9,193 ANNADALE ROAD                        ,            ,10312,1,0,1,2975,1584,1979,1,A9, $-   ,8/22/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5651,9, ,A1,70 WATKINS AVENUE                        ,            ,10312,1,0,1,4000,2600,1979,1,A1, $-   ,1/22/2016
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5651,75, ,A9,472 DRUMGOOLE ROAD WEST                  ,            ,10312,1,0,1,2392,1368,1976,1,A9, $-   ,9/17/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5651,90, ,A9,131 CROSSFIELD AVENUE                    ,            ,10312,1,0,1,2392,1440,1976,1,A9," $420,000 ",9/3/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5651,120, ,A1,37 DORVAL AVENUE                         ,            ,10312,1,0,1,4280,2275,1979,1,A1, $-   ,9/16/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5652,11, ,A2,108 BERRY AVENUE                         ,            ,10312,1,0,1,4760,1771,1979,1,A2, $-   ,9/3/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5652,16, ,A2,100 BERRY AVENUE                         ,            ,10312,1,0,1,3895,2062,1978,1,A2, $-   ,7/9/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5652,16, ,A2,100 BERRY AVENUE                         ,            ,10312,1,0,1,3895,2062,1978,1,A2," $570,000 ",7/9/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5652,60, ,A9,64 BERRY AVENUE                          ,            ,10312,1,0,1,2716,1936,1978,1,A9," $400,000 ",5/8/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5652,63, ,A9,58 BERRY AVENUE                          ,            ,10312,1,0,1,3700,2400,1978,1,A9, $-   ,2/24/2016
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5652,76, ,A9,34 BERRY AVENUE                          ,            ,10312,1,0,1,3201,1584,1978,1,A9, $-   ,6/30/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5653,13, ,A9,110 LADD AVENUE                          ,            ,10312,1,0,1,3201,1920,1978,1,A9, $-   ,11/13/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5653,21, ,A9,94 LADD AVENUE                           ,            ,10312,1,0,1,3201,1120,1978,1,A9," $418,000 ",10/13/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5653,44, ,A9,79 BERRY AVENUE                          ,            ,10312,1,0,1,3201,1920,1978,1,A9, $-   ,6/30/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5653,51, ,A9,95 BERRY AVENUE                          ,            ,10312,1,0,1,3201,1920,1978,1,A9," $437,000 ",2/24/2016
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5653,108, ,A5,15 CHALLENGER DRIVE                      ,            ,10312,1,0,1,3687,1480,1989,1,A5," $375,000 ",10/28/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5654,14, ,A9,90 TOKEN STREET                          ,            ,10312,1,0,1,3300,1200,1975,1,A9," $422,000 ",8/31/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5654,17, ,A9,84 TOKEN STREET                          ,            ,10312,1,0,1,3300,1200,1975,1,A9," $426,000 ",2/25/2016
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5654,50, ,A9,111 LADD AVENUE                          ,            ,10312,1,0,1,3300,1920,1975,1,A9, $-   ,12/18/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5656,27, ,A9,17 ANNADALE ROAD                         ,            ,10312,1,0,1,5814,1920,1970,1,A9," $450,000 ",8/5/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5659,5, ,A5,1 WOLCOTT AVENUE                         ,            ,10312,1,0,1,8700,1940,1995,1,A5," $495,000 ",2/3/2016
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5660,18, ,A5,32 NOTUS AVENUE                          ,            ,10312,1,0,1,2800,1940,1995,1,A5," $415,000 ",1/15/2016
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5664,4, ,A1,34 SMYRNA AVENUE                         ,            ,10312,1,0,1,5948,2464,1980,1,A1, $-   ,11/11/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5664,20, ,A5,770 DRUMGOOLE ROAD WEST                  ,            ,10312,1,0,1,2500,1000,1989,1,A5," $485,000 ",11/30/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5664,41, ,A9,139 NOTUS AVENUE                         ,            ,10312,1,0,1,3811,1344,1985,1,A9," $465,000 ",9/2/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5665,3, ,A9,85 LUDLOW STREET                         ,            ,10312,1,0,1,2700,1512,1980,1,A9, $-   ,12/11/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5665,16, ,A9,53 LUDLOW STREET                         ,            ,10312,1,0,1,3230,1344,1980,1,A9," $430,000 ",7/27/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5665,44, ,A9,714 DRUMGOOLE ROAD WEST                  ,            ,10312,1,0,1,2800,1520,1980,1,A9, $500 ,12/22/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5669,50, ,A5,32 WARING AVENUE                         ,            ,10312,1,0,1,2900,1232,1980,1,A5," $350,000 ",8/19/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5669,60, ,A5,12 WARING AVENUE                         ,            ,10312,1,0,1,2400,1232,1980,1,A5," $350,000 ",7/8/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5669,80, ,A1,140 WOEHRLE AVENUE                       ,            ,10312,1,0,1,5040,2160,1980,1,A1, $-   ,1/14/2016
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5673,2, ,A2,41 FORRESTAL AVENUE                      ,            ,10312,1,0,1,4000,1290,1975,1,A2," $485,000 ",2/3/2016
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5673,3, ,A1,37 FORRESTAL AVENUE                      ,            ,10312,1,0,1,4000,1816,1975,1,A1," $568,500 ",9/15/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5673,9, ,A2,25 FORRESTAL AVENUE                      ,            ,10312,1,0,1,4000,1180,1975,1,A2," $485,000 ",10/19/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5673,22, ,A1,30 MC ARTHUR AVENUE                      ,            ,10312,1,0,1,4000,2094,1980,1,A1, $10 ,8/26/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5673,40, ,A1,66 MC ARTHUR AVENUE                      ,            ,10312,1,0,1,2000,2424,1985,1,A1, $-   ,2/25/2016
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5673,88, ,A1,75 FORRESTAL AVENUE                      ,            ,10312,1,0,1,4500,2028,1975,1,A1," $427,000 ",6/2/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5673,91, ,A5,67 FORRESTAL AVENUE                      ,            ,10312,1,0,1,3000,1576,1975,1,A5," $440,000 ",8/27/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5674,38, ,A5,26 WOEHRLE AVENUE                        ,            ,10312,1,0,1,2750,1480,1975,1,A5, $-   ,9/8/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5674,53, ,A5,54 WOEHRLE AVENUE                        ,            ,10312,1,0,1,2608,1368,1975,1,A5," $373,000 ",8/20/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5674,83, ,A5,61 SHOTWELL AVENUE                       ,            ,10312,1,0,1,3125,1564,1980,1,A5, $-   ,6/2/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5674,108, ,A5,328 WOODROW ROAD                         ,            ,10312,1,0,1,3084,1536,1980,1,A5, $-   ,10/26/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5676,52, ,A5,76 SHOTWELL AVENUE                       ,            ,10312,1,0,1,4524,1960,1980,1,A5," $495,000 ",10/29/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5677,46, ,A9,34 IBSEN AVENUE                          ,            ,10312,1,0,1,2500,1280,1980,1,A9," $455,000 ",10/16/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5677,53, ,A5,16 IBSEN AVENUE                          ,            ,10312,1,0,1,1344,1222,1988,1,A5," $150,000 ",11/24/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5677,80, ,A5,43 VON BRAUN AVENUE                      ,            ,10312,1,0,1,2800,1440,1980,1,A5, $10 ,1/14/2016
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5678,27, ,A9,22 ALEXANDER AVENUE                      ,            ,10312,1,0,1,3600,2088,1980,1,A9, $-   ,9/30/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5679,37, ,A9,266 ANNADALE ROAD                        ,            ,10312,1,0,1,3050,1472,1980,1,A9," $427,000 ",5/18/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5679,67, ,A2,630 DRUMGOOLE ROAD WEST                  ,            ,10312,1,0,1,4000,1332,1975,1,A2, $-   ,10/2/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5680,21, ,A9,96 GOLD AVENUE                           ,            ,10312,1,0,1,3000,1880,1970,1,A9," $466,500 ",5/14/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5680,22, ,A9,92 GOLD AVENUE                           ,            ,10312,1,0,1,2500,1280,1970,1,A9," $360,000 ",9/23/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5680,98, ,A1,220 ANNADALE ROAD                        ,            ,10312,1,0,1,4000,2088,1975,1,A1," $490,000 ",6/30/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5680,164, ,A1,116 FORRESTAL AVENUE                     ,            ,10312,1,0,1,3083,2000,1980,1,A1," $470,000 ",6/18/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5680,238, ,A1,162 MC ARTHUR AVENUE                     ,            ,10312,1,0,1,2425,1536,1980,1,A1," $453,000 ",7/29/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5680,281, ,A9,11 LORING AVENUE                         ,            ,10312,1,0,1,2400,1200,1980,1,A9," $425,000 ",7/9/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5681,5, ,A5,28 CHERYL AVENUE                         ,            ,10312,1,0,1,2387,1120,1973,1,A5," $420,000 ",10/7/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5683,23, ,A9,87 KENMORE STREET                        ,            ,10312,1,0,1,2500,1326,1974,1,A9," $450,000 ",6/12/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5683,105, ,A5,100 ANNADALE ROAD                        ,            ,10312,1,0,1,3444,1720,1971,1,A5," $427,500 ",5/11/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5683,106, ,A9,102 ANNADALE ROAD                        ,            ,10312,1,0,1,3444,1720,1977,1,A9," $390,000 ",9/8/2015
5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5683,142, ,A9,180 ANNADALE ROAD                        ,            ,10312,1,0,1,3000,1628,1970,1,A9," $429,000 ",8/7/2015
